ObjectID,business_id,categories,city,lat,lng,business_name,neighborhoods,rating,num_reviews,category_filter,neighborhood_search,zipcode,category_type
145,jefferson-park-new-york,"[[Parks, parks]]",New York,40.7946999371,-73.9363601804,Jefferson Park,[East Harlem],4.5,7,active,Mott Haven,10029,activity
146,core-assets-fitness-manhattan,"[[Boot Camps, bootcamps]]",Manhattan,40.789543,-73.942856,Core Assets Fitness,[East Harlem],5.0,5,active,Mott Haven,10029,activity
147,the-practice-yoga-and-spin-new-york,"[[Boot Camps, bootcamps], [Yoga, yoga]]",New York,40.85691,-73.934037,The Practice: Yoga & Spin,[Washington Heights],5.0,4,active,Mount Eden,10040,activity
148,physique-swim-school-new-york,"[[Swimming Pools, swimmingpools], [Swimming Lessons/Schools, swimminglessons], [Summer Camps, summer_camps]]",New York,40.7136722713,-74.01504518899999,Physique Swim School,[Battery Park],5.0,6,active,Parkchester,10009,activity
149,van-nest-lanes-bronx,"[[Bowling, bowling]]",Bronx,40.8463287,-73.85884859999999,Van Nest Lanes,[Morris Park],3.5,7,active,Parkchester,10462,activity
150,lorenz-latin-dance-studio-manhattan-new-york-2,"[[Dance Studios, dancestudio], [Performing Arts, theater]]",New York,40.7954025269,-73.9313964844,Lorenz Latin Dance Studio - Manhattan,[East Harlem],5.0,5,active,Port Morris,10029,activity
151,the-giving-tree-yoga-studio-astoria,"[[Yoga, yoga], [Pilates, pilates], [Massage, massage]]",Astoria,40.7749634,-73.912323,The Giving Tree Yoga Studio,[Astoria],4.5,51,active,Port Morris,11105,activity
152,tyesha-roman-bronx,"[[Boot Camps, bootcamps], [Trainers, healthtrainers], [Weight Loss Centers, weightlosscenters]]",Bronx,40.8816490173,-73.9091262817,Tyesha Roman,[Kingsbridge],5.0,1,active,Riverdale,10463,activity
153,mosaic-skate-shop-and-gallery-bronx,"[[Sports Clubs, sports_clubs], [Art Galleries, galleries], [Local Flavor, localflavor]]",Bronx,40.8816490173,-73.9091262817,MOSAIC Skate Shop & Gallery,[Kingsbridge],5.0,1,active,Riverdale,10463,activity
154,ewen-park-bronx,"[[Parks, parks]]",Bronx,40.8813286,-73.9093704,Ewen Park,[Kingsbridge],5.0,1,active,Spuyten Duyvil,10463,activity
155,henry-hudson-park-new-york-city,"[[Parks, parks]]",New York City,40.8818145951,-73.9188374795,Henry Hudson Park,[Spuyten Duyvil],3.0,3,active,Spuyten Duyvil,10462,activity
156,astral-boxing-club-bronx,"[[Sports Clubs, sports_clubs]]",Bronx,40.8849670624,-73.91738891600001,Astral Boxing Club,[Spuyten Duyvil],4.0,1,active,Spuyten Duyvil,10463,activity
157,aikido-up-here-new-york,"[[Martial Arts, martialarts]]",New York,40.8665982,-73.930288,Aikido Up Here,[Washington Heights],5.0,1,active,University Heights,10034,activity
158,power-house-gym-bronx,"[[Gyms, gyms], [Trainers, healthtrainers]]",Bronx,40.844463,-73.857529,Power House Gym,[Morris Park],3.5,3,active,Van Nest,10462,activity
159,west-side-rifle-and-pistol-range-new-york,"[[Gun/Rifle Ranges, gun_ranges]]",New York,40.7415303729,-73.9954137824,West Side Rifle & Pistol Range,[Chelsea],4.5,157,active,Brooklyn,10011,activity
160,discover-outdoors-new-york,"[[Hiking, hiking], [Rafting/Kayaking, rafting]]",New York,40.7202415,-73.9986496,Discover Outdoors,[SoHo],4.5,59,active,Brooklyn,10013,activity
161,brooklyn-boulders-brooklyn-2,"[[Gyms, gyms], [Summer Camps, summer_camps], [Rock Climbing, rock_climbing]]",Brooklyn,40.679576844,-73.9843925089,Brooklyn Boulders,[Gowanus],4.0,353,active,Brooklyn,11217,activity
162,destination-backcountry-adventures-brooklyn,"[[Hiking, hiking], [Climbing, climbing], [Tours, tours]]",Brooklyn,40.664143,-73.9869,Destination Backcountry Adventures,"[South Slope, Park Slope]",5.0,63,active,Brooklyn,11215,activity
163,indoor-extreme-sports-long-island-city,"[[Paintball, paintball], [Laser Tag, lasertag], [Arcades, arcades]]",Long Island City,40.7422746,-73.9338804,Indoor Extreme Sports,[Sunnyside],4.0,123,active,Brooklyn,11101,activity
164,bryant-park-new-york-2,"[[Parks, parks]]",New York,40.7530899,-73.98361209999999,Bryant Park,[Midtown West],4.5,664,active,Brooklyn,10018,activity
165,beastanetics-boot-camp-brooklyn,"[[Boot Camps, bootcamps]]",Brooklyn,40.7194399499,-73.9511709265,Beastanetics Boot Camp,[Williamsburg - North Side],5.0,15,active,Brooklyn,11222,activity
166,third-eye-yoga-brooklyn,"[[Yoga, yoga]]",Brooklyn,40.6633682,-73.98415370000002,Third Eye Yoga,"[South Slope, Park Slope]",5.0,37,active,Brooklyn,11215,activity
167,pongo-power-brooklyn,"[[Trainers, healthtrainers]]",Brooklyn,40.67047879999999,-73.9823151,Pongo Power,[Park Slope],5.0,14,active,Brooklyn,11215,activity
168,sevenbell-fitness-brooklyn,"[[Gyms, gyms], [Trainers, healthtrainers], [Nutritionists, nutritionists]]",Brooklyn,40.6802836,-73.9691363,SevenBell Fitness,[Prospect Heights],5.0,19,active,Brooklyn,11238,activity
169,aegir-boardworks-brooklyn,"[[Surfing, surfing], [Sporting Goods, sportgoods], [Swimwear, swimwear]]",Brooklyn,40.7032956183,-73.9904315025,Aegir Boardworks,[DUMBO],5.0,16,active,Brooklyn,11201,activity
170,ocean-horizons-scuba-brooklyn,"[[Scuba Diving, scuba]]",Brooklyn,40.6278458,-74.0140686,Ocean Horizons Scuba,[Dyker Heights],5.0,16,active,Bay Ridge,11228,activity
171,alana-life-and-fitness-brooklyn,"[[Gyms, gyms], [Kids Activities, kids_activities]]",Brooklyn,40.620718200000006,-74.0252788,Alana Life & Fitness,[Bay Ridge],5.0,13,active,Bay Ridge,11209,activity
172,the-little-gym-of-bay-ridge-bensonhurst-brooklyn-2,"[[Gyms, gyms], [Kids Activities, kids_activities]]",Brooklyn,40.605551,-74.00397199999998,The Little Gym of Bay Ridge-Bensonhurst,[Bath Beach],4.5,8,active,Bay Ridge,11214,activity
173,bad-ass-academy-new-york,"[[Boot Camps, bootcamps], [Gyms, gyms]]",New York,40.6361662,-74.02748009999998,Bad Ass Academy,[Bay Ridge],5.0,15,active,Bay Ridge,11220,activity
174,hoteikan-dojo-brooklyn-2,"[[Martial Arts, martialarts], [Dance Studios, dancestudio], [Trainers, healthtrainers]]",Brooklyn,40.627712,-74.0131,Hoteikan Dojo,[Dyker Heights],3.5,3,active,Bay Ridge,11228,activity
175,harbor-fitness-brooklyn-3,"[[Gyms, gyms], [Trainers, healthtrainers], [Yoga, yoga]]",Brooklyn,40.617638,-74.029961,Harbor Fitness,"[Bay Ridge, Fort Hamilton]",4.0,33,active,Bay Ridge,11209,activity
176,owls-head-park-brooklyn,"[[Parks, parks], [Skating Rinks, skatingrinks]]",Brooklyn,40.640433,-74.03228,Owl's Head Park,[Bay Ridge],4.0,42,active,Bay Ridge,11209,activity
177,cko-kickboxing-brooklyn-8,"[[Gyms, gyms], [Boxing, boxing], [Trainers, healthtrainers]]",Brooklyn,40.61882,-74.03035,CKO Kickboxing,"[Bay Ridge, Fort Hamilton]",4.5,14,active,Bay Ridge,11209,activity
178,bay-ridge-crossfit-brooklyn,"[[Gymnastics, gymnastics], [Trainers, healthtrainers]]",Brooklyn,40.624153,-74.031085,Bay Ridge CrossFit,[Bay Ridge],5.0,10,active,Bay Ridge,11209,activity
179,dyker-beach-golf-course-brookyln,"[[Golf, golf], [Venues & Event Spaces, venues], [Wedding Planning, wedding_planning]]",Brookyln,40.617499128,-74.01967562739999,Dyker Beach Golf Course,[Dyker Heights],4.0,55,active,Bay Ridge,11228,activity
180,shore-road-park-brooklyn,"[[Dog Parks, dog_parks]]",Brooklyn,40.6159070678,-74.039182663,Shore Road Park,"[Bay Ridge, Fort Hamilton]",4.0,17,active,Bay Ridge,11209,activity
181,exotic-curves-pole-fitness-studio-brooklyn,"[[Dance Studios, dancestudio]]",Brooklyn,40.619045,-74.02865600000001,Exotic Curves Pole Fitness Studio,"[Bay Ridge, Fort Hamilton]",4.0,21,active,Bay Ridge,11209,activity
182,yoga-in-bay-ridge-brooklyn,"[[Yoga, yoga], [Meditation Centers, meditationcenters], [Reiki, reiki]]",Brooklyn,40.619518,-74.02999100000002,Yoga In Bay Ridge,"[Bay Ridge, Fort Hamilton]",4.5,11,active,Bay Ridge,11209,activity
183,skyline-jet-ski-tours-staten-island,"[[Jet Skis, jetskis]]",Staten Island,40.6182474643,-74.0674866736,Skyline Jet Ski Tours,[Clifton],5.0,17,active,Bay Ridge,10305,activity
184,new-york-sports-clubs-brooklyn-10,"[[Gyms, gyms], [Trainers, healthtrainers]]",Brooklyn,40.62223820000001,-74.02718349999998,New York Sports Clubs,[Bay Ridge],3.5,30,active,Bay Ridge,11209,activity
185,syncstudio-bklyn-new-york,"[[Trainers, healthtrainers], [Yoga, yoga], [Cycling Classes, cyclingclasses]]",New York,40.7132695,-73.96203990000002,SYNCStudio BKLYN,[Williamsburg - South Side],4.5,33,active,Bedford Stuyvesant,11249,activity
186,crow-hill-crossfit-crown-heights,"[[Trainers, healthtrainers], [Gyms, gyms], [Yoga, yoga]]",Crown Heights,40.677464,-73.956841,Crow Hill CrossFit,[Crown Heights],5.0,10,active,Bedford Stuyvesant,11238,activity
187,stingray-divers-brooklyn,"[[Diving, diving], [Paintball, paintball]]",Brooklyn,40.711487,-73.942635,Stingray Divers,[East Williamsburg],4.0,16,active,Bedford Stuyvesant,11211,activity
188,pura-vida-urban-fitness-brooklyn,"[[Trainers, healthtrainers]]",Brooklyn,40.67505300000001,-73.967033,Pura Vida Urban Fitness,[Prospect Heights],5.0,33,active,Bedford Stuyvesant,11238,activity
189,pips-brooklyn,"[[Sports Clubs, sports_clubs], [Art Galleries, galleries], [Bars, bars]]",Brooklyn,40.7140198,-73.9581528,PIPS,[Williamsburg - North Side],4.5,19,active,Bedford Stuyvesant,11211,activity
190,get-up-and-ride-brooklyn,"[[Bike Rentals, bikerentals], [Tours, tours]]",Brooklyn,40.70671,-73.952232,Get Up and Ride,"[South Williamsburg, Williamsburg - South Side]",5.0,21,active,Bedford Stuyvesant,11211,activity
191,force-and-flow-brooklyn-2,"[[Pilates, pilates], [Yoga, yoga], [Massage, massage]]",Brooklyn,40.676916,-73.953598,Force and Flow,[Crown Heights],5.0,8,active,Bedford Stuyvesant,11216,activity
192,active-brooklyn-carrollton-3,"[[Trainers, healthtrainers]]",Carrollton,40.6873907813,-73.97434830659999,Active Brooklyn,[Fort Greene],5.0,10,active,Bedford Stuyvesant,75006,activity
193,brooklyn-vindhya-yoga-brooklyn-2,"[[Yoga, yoga]]",Brooklyn,40.61002,-73.983498,Brooklyn Vindhya Yoga,[Bensonhurst],4.5,14,active,Bensonhurst,11204,activity
194,marks-jewish-community-house-of-bensonhurst-brooklyn,"[[Gyms, gyms], [Summer Camps, summer_camps], [Community Service/Non-Profit, nonprofit]]",Brooklyn,40.6063614,-73.98973079999998,Marks Jewish Community House of Bensonhurst,[Bensonhurst],5.0,6,active,Bensonhurst,11214,activity
195,adventurers-family-entertainment-center-brooklyn,"[[Amusement Parks, amusementparks], [Arcades, arcades]]",Brooklyn,40.5914307386,-73.99469956760001,Adventurers Family Entertainment Center,[Bath Beach],4.0,17,active,Bensonhurst,11214,activity
196,brooklyn-brazilian-jiu-jitsu-brooklyn,"[[Martial Arts, martialarts]]",Brooklyn,40.619408,-74.007935,Brooklyn Brazilian Jiu Jitsu,"[Bensonhurst, Dyker Heights]",3.5,10,active,Bensonhurst,11228,activity
197,evolution-boxing-brooklyn,"[[Trainers, healthtrainers], [Gyms, gyms], [Boxing, boxing]]",Brooklyn,40.609005,-74.00604200000002,Evolution Boxing,"[Bath Beach, Bensonhurst]",4.0,6,active,Bensonhurst,11214,activity
198,brooklyn-brazilian-jiujitsu-brooklyn,"[[Martial Arts, martialarts]]",Brooklyn,40.614716,-73.98095699999998,Brooklyn Brazilian Jiu-Jitsu,[Bensonhurst],3.5,18,active,Bensonhurst,11204,activity
199,champions-tae-kwon-do-brooklyn,"[[Martial Arts, martialarts], [Amusement Parks, amusementparks], [Doctors, physicians]]",Brooklyn,40.613384,-73.99556700000002,Champions Tae Kwon Do,[Bensonhurst],5.0,2,active,Bensonhurst,11204,activity
200,the-exercise-studio-brooklyn,"[[Gyms, gyms], [Trainers, healthtrainers], [Yoga, yoga]]",Brooklyn,40.603741,-73.996223,The Exercise Studio,"[Bath Beach, Bensonhurst]",4.5,6,active,Bensonhurst,11214,activity
201,ultimate-champions-tae-kwon-do-brooklyn-7,"[[Martial Arts, martialarts]]",Brooklyn,40.618851,-73.98592099999998,Ultimate Champion's Tae Kwon Do,[Bensonhurst],5.0,2,active,Bensonhurst,11204,activity
202,planet-fitness-new-york-20,"[[Gyms, gyms]]",New York,40.6045228549,-73.997750245,Planet Fitness,"[Bath Beach, Bensonhurst]",3.5,37,active,Bensonhurst,11214,activity
203,ultimate-champions-tae-kwon-do-brooklyn-6,"[[Martial Arts, martialarts]]",Brooklyn,40.617608,-74.01261099999998,Ultimate Champion's Tae Kwon Do,[Dyker Heights],5.0,4,active,Bensonhurst,11228,activity
204,sandoony-brooklyn,"[[Swimming Pools, swimmingpools], [Day Spas, spas]]",Brooklyn,40.624817,-73.97640200000002,Sandoony,[Borough Park],3.5,53,active,Bensonhurst,11230,activity
205,brooklyn-tans-brooklyn,"[[Gyms, gyms], [Tanning, tanning]]",Brooklyn,40.6206703,-74.0072327,Brooklyn Tans,"[Bensonhurst, Dyker Heights]",4.0,5,active,Bensonhurst,11228,activity
206,dolphin-fitness-clubs-brooklyn,"[[Gyms, gyms]]",Brooklyn,40.598789,-73.989227,Dolphin Fitness Clubs,[Bath Beach],3.5,34,active,Bensonhurst,11214,activity
207,danceworks-dance-center-brooklyn,"[[Dance Studios, dancestudio]]",Brooklyn,40.622322,-74.005707,Danceworks Dance Center,"[Bensonhurst, Dyker Heights]",5.0,2,active,Bensonhurst,11228,activity
208,pacplex-brooklyn-2,"[[Gyms, gyms], [Swimming Pools, swimmingpools], [Basketball Courts, basketballcourts]]",Brooklyn,40.626691728800004,-73.9015759528,Pacplex,[Paedergat Basin],2.5,16,active,Bergen Beach,11236,activity
209,harbor-fitness-brooklyn-7,"[[Gyms, gyms]]",Brooklyn,40.6133118,-73.9122925,Harbor Fitness,[Mill Island],4.5,16,active,Bergen Beach,11234,activity
210,canarsie-park-brooklyn,"[[Skate Parks, skate_parks], [Playgrounds, playgrounds]]",Brooklyn,40.6304207,-73.89504240000002,Canarsie Park,[Canarsie],3.5,10,active,Bergen Beach,11236,activity
211,kokoro-karate-and-fitness-center-brooklyn,"[[Martial Arts, martialarts]]",Brooklyn,40.618866,-73.924454,Kokoro Karate & Fitness Center,[Mill Basin],5.0,5,active,Bergen Beach,11234,activity
212,zarko-academy-brooklyn,"[[Martial Arts, martialarts]]",Brooklyn,40.619663,-73.918915,Zarko Academy,[Mill Basin],4.0,9,active,Bergen Beach,11234,activity
213,brooklyn-sports-club-brooklyn,"[[Gyms, gyms], [Swimming Pools, swimmingpools], [Trainers, healthtrainers]]",Brooklyn,40.6474098,-73.8778906,Brooklyn Sports Club,[Starret City],4.0,17,active,Bergen Beach,11239,activity
214,jamaica-bay-riding-academy-brooklyn,"[[Horseback Riding, horsebackriding], [Specialty Schools, specialtyschools]]",Brooklyn,40.6074944884,-73.897247538,Jamaica Bay Riding Academy,[Bergen Beach],3.0,23,active,Bergen Beach,11234,activity
215,sebago-canoe-club-brooklyn,"[[Boating, boating]]",Brooklyn,40.6272736,-73.9031219,Sebago Canoe Club,[Paedergat Basin],5.0,1,active,Bergen Beach,11236,activity
216,brooklyn-mixed-martial-arts-and-fitness-brooklyn,"[[Martial Arts, martialarts]]",Brooklyn,40.618744,-73.926323,Brooklyn Mixed Martial Arts & Fitness,[Mill Basin],5.0,4,active,Bergen Beach,11234,activity
217,hudson-river-yacht-club-brooklyn,"[[Boating, boating]]",Brooklyn,40.622103810300004,-73.9036493003,Hudson River Yacht Club,[Bergen Beach],3.5,2,active,Bergen Beach,11234,activity
218,canarsie-pier-brooklyn,"[[Parks, parks]]",Brooklyn,40.6305098534,-73.8859996945,Canarsie Pier,[Canarsie],2.5,8,active,Bergen Beach,11236,activity
219,marine-park-brooklyn,"[[Parks, parks]]",Brooklyn,40.6022199243,-73.934270069,Marine Park,[Marine Park],4.0,26,active,Bergen Beach,11229,activity
220,marine-park-golf-course-brooklyn,"[[Golf, golf], [Venues & Event Spaces, venues]]",Brooklyn,40.6015625,-73.9137115,Marine Park Golf Course,[Marine Park],3.5,34,active,Bergen Beach,11234,activity
221,vee-arnis-jitsu-school-of-self-defense-brooklyn-2,"[[Martial Arts, martialarts], [Gyms, gyms], [Trainers, healthtrainers]]",Brooklyn,40.609138,-73.923004,Vee Arnis Ju-Jitsu,[Marine Park],4.0,9,active,Bergen Beach,11234,activity
222,strike-10-lanes-brooklyn,"[[Bowling, bowling], [Leisure Centers, leisure_centers]]",Brooklyn,40.613271296,-73.9121975005,Strike 10 Lanes,[Mill Island],2.5,25,active,Bergen Beach,11234,activity
223,lucille-roberts-ralph-ave-brooklyn,"[[Gyms, gyms]]",Brooklyn,40.6295496225,-73.9184195548,Lucille Roberts - Ralph Ave,[Georgetown],3.0,7,active,Bergen Beach,11234,activity
224,mill-basin-health-club-brooklyn,"[[Gyms, gyms], [Tennis, tennis]]",Brooklyn,40.614616,-73.904915,Mill Basin Health Club,[Bergen Beach],3.0,1,active,Bergen Beach,11234,activity
225,paerdegat-kid-sports-and-child-education-center-brooklyn,"[[Gyms, gyms], [Child Care & Day Care, childcare]]",Brooklyn,40.6265757233,-73.90132382510001,Paerdegat Kid Sports & Child Education Center,[Paedergat Basin],1.0,1,active,Bergen Beach,11236,activity
226,mill-basin-day-camp-brooklyn,"[[Day Camps, daycamps]]",Brooklyn,40.608841,-73.915543,Mill Basin Day Camp,[Mill Island],2.5,5,active,Bergen Beach,11234,activity
227,mr-cs-cycles-brooklyn,"[[Bike Rentals, bikerentals], [Bikes, bikes]]",Brooklyn,40.64439,-74.004227,Mr C's Cycles,"[Sunset Park, Borough Park]",4.0,25,active,Borough Park,11220,activity
228,yogasole-brooklyn,"[[Yoga, yoga]]",Brooklyn,40.6575357914,-73.9763445407,YogaSole,[Windsor Terrace],5.0,23,active,Borough Park,11215,activity
229,third-root-community-center-brooklyn,"[[Yoga, yoga], [Acupuncture, acupuncture], [Nutritionists, nutritionists]]",Brooklyn,40.6407941133,-73.9644093812,Third Root Community Health Center,[Flatbush],5.0,26,active,Borough Park,11226,activity
230,jaya-yoga-east-brooklyn,"[[Yoga, yoga], [Massage, massage], [Acupuncture, acupuncture]]",Brooklyn,40.6485405,-73.9775772,Jaya Yoga East,"[Windsor Terrace, Kensington, Flatbush]",5.0,15,active,Borough Park,11218,activity
231,coney-island-brooklyn,"[[Amusement Parks, amusementparks]]",Brooklyn,40.575325,-73.9780426,Coney Island,[Coney Island],3.5,361,active,Brighton Beach,11224,activity
232,brighton-kids-club-brooklyn-2,"[[Kids Activities, kids_activities], [Tutoring Centers, tutoring], [Cultural Center, culturalcenter]]",Brooklyn,40.5770044,-73.9669449,Brighton  Kids Club,[Brighton Beach],5.0,4,active,Brighton Beach,11235,activity
233,cyclone-coaster-brooklyn,"[[Amusement Parks, amusementparks]]",Brooklyn,40.5752029,-73.97682950000002,Cyclone Coaster,[Coney Island],4.5,200,active,Brighton Beach,11224,activity
234,brighton-beach-brooklyn,"[[Beaches, beaches]]",Brooklyn,40.5758705,-73.9594803,Brighton Beach,[Brighton Beach],4.0,81,active,Brighton Beach,11230,activity
235,russian-baths-on-neck-road-brooklyn,"[[Gyms, gyms], [Massage, massage], [Day Spas, spas]]",Brooklyn,40.59412,-73.957901,Russian Baths on Neck Road,[Sheepshead Bay],4.0,29,active,Brighton Beach,11229,activity
236,luna-park-brooklyn,"[[Amusement Parks, amusementparks], [Go Karts, gokarts], [Arcades, arcades]]",Brooklyn,40.575325,-73.9780426,Luna Park,[Coney Island],3.5,124,active,Brighton Beach,11224,activity
237,land-o-fun-brighton-beach,"[[Go Karts, gokarts], [Arcades, arcades], [Party & Event Planning, eventplanning]]",Brighton Beach,40.584185,-73.959735,Land-O-Fun,"[Sheepshead Bay, Brighton Beach]",2.5,7,active,Brighton Beach,11235,activity
238,hot-spot-yoga-brooklyn-2,"[[Yoga, yoga]]",Brooklyn,40.584096238,-73.9449244738,Hot Spot Yoga,[Sheepshead Bay],4.5,28,active,Brighton Beach,11235,activity
239,denos-wonder-wheel-amusement-and-kiddie-park-brooklyn,"[[Amusement Parks, amusementparks]]",Brooklyn,40.5741234,-73.9794922,Deno's Wonder Wheel Amusement & Kiddie Park,[Coney Island],4.5,52,active,Brighton Beach,11224,activity
240,on-my-grind-martial-arts-academy-brooklyn,"[[Martial Arts, martialarts]]",Brooklyn,40.5953286588,-73.9739097655,On My Grind Martial Arts Academy,[Gravesend],5.0,4,active,Brighton Beach,11223,activity
